Frame Rate:,23.9760239760
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
165,00:00:06.882,4.240288130733945,4.931049311926605,1.1727350917431192,6.61707998853211
166,00:00:06.924,3.2702121559633035,4.107941513761468,0.8119624426605505,4.89073251146789
167,00:00:06.965,3.0149799311926606,3.619122706422018,0.7030891628440367,4.7227279243119265
168,00:00:07.007,3.5426223241590216,3.574720470183486,1.239571387614679,5.813575114678899
169,00:00:07.049,2.730241781345566,3.0200688073394497,0.6341026376146789,4.536553899082569
170,00:00:07.090,3.2387949159021403,3.200329701834862,1.503440366972477,5.012614678899083
171,00:00:07.132,2.7542765672782874,3.345398509174312,0.6458572247706422,4.271573967889908
172,00:00:07.174,2.346640863914373,2.927716456422018,0.4220541857798165,3.6901519495412844
173,00:00:07.216,4.525599675076452,5.1041427752293576,1.35145498853211,7.12120126146789
174,00:00:07.257,4.026388092507646,4.678684059633028,1.1798666857798166,6.220613532110092
175,00:00:07.299,3.2449469610091746,3.778203841743119,0.9474985665137615,5.0091384747706424
176,00:00:07.341,3.3860736811926606,3.9856651376146788,0.7607511467889908,5.411804759174312
177,00:00:07.382,2.456230886850153,2.8026447821100917,0.6689363532110092,3.897111525229358
178,00:00:07.424,3.258947343272171,3.405748279816514,1.3663274082568808,5.004766341743119
179,00:00:07.466,2.544676987767584,2.6883959288990824,0.7646215596330275,4.1810134747706424
180,00:00:07.507,2.775850535168196,2.9744481077981653,0.8539635894495413,4.499139908256881
181,00:00:07.549,2.476144399847095,2.8335364105504586,0.5950759747706422,3.9998208142201834
182,00:00:07.591,2.1303994648318043,2.0173451834862384,0.9576404816513762,3.416212729357798
183,00:00:07.633,2.4341074159021407,2.973014621559633,0.4453841743119266,3.883923451834862
184,00:00:07.674,5.362564506880734,6.243585149082569,1.1562141628440368,8.687894208715596
185,00:00:07.716,3.5568018922018347,3.84342746559633,0.779243119266055,6.047735091743119
186,00:00:07.758,2.762889430428134,3.121559633027523,0.6500860091743119,4.517022649082569
187,00:00:07.799,3.593403574159021,4.209898222477064,0.6349268922018348,5.935385607798165
188,00:00:07.841,6.892882740825687,6.057231938073395,4.182446961009174,10.438969323394495
189,00:00:07.883,3.9752245795107037,3.6842746559633026,1.7953698394495412,6.446029243119266
190,00:00:07.925,5.440593941131499,4.678289850917431,3.221939506880734,8.42155246559633
191,00:00:07.966,2.405616876911315,3.0773365825688073,0.5724985665137615,3.567015481651376
192,00:00:08.008,3.13324254587156,3.7421875,0.7747634747706422,4.882776662844036
193,00:00:08.050,2.548750477828746,2.876756020642202,0.5886252866972477,4.180870126146789
194,00:00:08.091,2.598982224770642,2.9007310779816513,0.9025946100917431,3.993620986238532
195,00:00:08.133,2.3419342507645258,2.406823394495413,0.7485665137614679,3.8704128440366974
196,00:00:08.175,3.481400516055046,3.536804759174312,2.040137614678899,4.8672591743119265
197,00:00:08.217,2.570240825688073,2.6806551032110093,0.8098480504587156,4.220219323394495
198,00:00:08.258,2.512901376146789,2.895606364678899,0.6466814793577982,3.99641628440367
199,00:00:08.300,2.07454128440367,2.520463016055046,0.38220326834862384,3.3209575688073394
200,00:00:08.342,2.6172591743119265,3.1811568233944953,0.5809561353211009,4.089664564220183
201,00:00:08.383,3.4642106269113153,4.242940080275229,0.9287915711009175,5.220900229357798
202,00:00:08.425,3.8785956613149843,5.284762041284404,0.6928038990825688,5.658221043577981
203,00:00:08.467,2.5782564029051986,3.3304544151376145,0.4739463876146789,3.9303684059633026
204,00:00:08.508,4.797890386085627,5.741721616972477,2.0299598623853212,6.621989678899083
