,Poster,Promotion,Date,Venue,City,Attendance,Total Gate,Previous Card,Current Card,Future Card,Table Previous
0,The poster for UFC 239: Jones vs. Santos.,Ultimate Fighting Championship,"July 6, 2019",T-Mobile Arena,"Paradise, Nevada","18,358","$6,063,707.11",,UFC on ESPN: Ngannou vs. dos Santos,UFC 239: Jones vs. Santos,UFC Fight Night: de Randamie vs. Ladd
